1286901,桑葚,1187,水果,1211,其他类,6.0,8.0,7.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286900,黑枣,1187,水果,1211,其他类,6.0,10.0,8.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286899,九九草莓,1187,水果,1211,其他类,9.0,11.0,10.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286898,杨梅,1187,水果,1211,其他类,8.0,10.0,9.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286897,蓝莓,1187,水果,1211,其他类,15.0,50.0,32.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286896,火龙果,1187,水果,1211,其他类,5.0,9.0,7.0,,红,斤,2022-05-31 00:00:00,,138,,admin,,,
1286895,火龙果,1187,水果,1211,其他类,4.0,5.5,4.75,,白,斤,2022-05-31 00:00:00,,138,,admin,,,
1286874,春雪,1187,水果,,桃李杏类,8.0,14.0,11.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286873,猕猴桃,1187,水果,,桃李杏类,5.5,6.5,6.0,,徐香,斤,2022-05-31 00:00:00,,138,,admin,,,
1286872,猕猴桃,1187,水果,,桃李杏类,4.5,5.5,5.0,,海沃德,斤,2022-05-31 00:00:00,,138,,admin,,,
1286871,李子,1187,水果,,桃李杏类,5.0,9.0,7.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286870,金太阳,1187,水果,,桃李杏类,2.5,3.5,3.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286869,丰源红,1187,水果,,桃李杏类,2.6,4.5,3.55,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286868,胭脂红,1187,水果,,桃李杏类,3.0,5.0,4.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286867,秦杏,1187,水果,,桃李杏类,5.0,6.0,5.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286866,凯特白杏,1187,水果,,桃李杏类,4.0,5.0,4.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286865,无籽小号-大号,1187,水果,,西瓜类,1.4,1.6,1.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286864,麒麟,1187,水果,,西瓜类,1.8,3.2,2.5,,8424\甜蜜蜜,斤,2022-05-31 00:00:00,,138,,admin,,,
1286863,甜王,1187,水果,,西瓜类,1.4,1.6,1.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286862,特小凤,1187,水果,,西瓜类,2.0,2.4,2.2,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286861,L600吊秧瓜,1187,水果,,西瓜类,2.4,3.5,2.95,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286860,蜜童,1187,水果,,西瓜类,1.8,2.2,2.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286859,墨童,1187,水果,,西瓜类,2.2,2.8,2.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286858,国产香蕉,1187,水果,,香蕉类,3.6,4.0,3.8,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286857,南美、菲律宾香蕉,1187,水果,,香蕉类,3.8,4.5,4.15,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286856,泰国香蕉,1187,水果,,香蕉类,8.4,8.6,8.5,,帝王蕉,斤,2022-05-31 00:00:00,,138,,admin,,,
1286855,晓蜜25号,1187,水果,,甜瓜类,2.4,3.0,2.7,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286754,羊腰窝,1189,肉禽蛋,1207,羊肉类,31.0,31.0,31.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286753,羊肉片,1189,肉禽蛋,1207,羊肉类,34.0,36.0,35.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286752,羊腰子,1189,肉禽蛋,1207,羊肉类,15.0,15.0,15.0,,挂油,个,2022-05-31 00:00:00,,138,,admin,,,
1286751,羊蝎子,1189,肉禽蛋,1207,羊肉类,14.0,15.0,14.5,,普通,斤,2022-05-31 00:00:00,,138,,admin,,,
1286750,羊蝎子,1189,肉禽蛋,1207,羊肉类,25.0,25.0,25.0,,精品,斤,2022-05-31 00:00:00,,138,,admin,,,
1286749,羊排骨,1189,肉禽蛋,1207,羊肉类,24.0,25.0,24.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286748,羊尾巴油,1189,肉禽蛋,1207,羊肉类,8.0,8.0,8.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286747,羊小腿,1189,肉禽蛋,1207,羊肉类,21.0,22.0,21.5,,羊棒,斤,2022-05-31 00:00:00,,138,,admin,,,
1286746,羊腱子肉,1189,肉禽蛋,1207,羊肉类,34.0,34.0,34.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286745,羊上脑,1189,肉禽蛋,1207,羊肉类,33.0,34.0,33.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
